"English Word","POS","Level","Chinese Translation","Example Sentence","Self-Examine Prompt"
"bind","v.","B2","绑定；约束","The contract will bind both parties.","What binds people together?"
"biological","adj.","B2","生物的；生物学的","She studies biological processes.","What biological factors affect health?"
"blade","n.","B2","刀片；叶片","The knife blade is very sharp.","What objects have blades?"
"blame","v.","B2","责备；归咎于","Don't blame me for the mistake.","Who do people often blame unfairly?"
"boom","n.","B2","繁荣；巨响","The economy experienced a boom.","What industries are experiencing a boom?"
"breast","n.","B2","胸部；乳房","Breast cancer affects many women.","What health issues affect the breast?"
"brief","adj.","B2","简短的；简洁的","Please give a brief summary.","When is brief communication better?"
"briefly","adv.","B2","简短地；简洁地","Let me explain this briefly.","What should be explained briefly?"
"broad","adj.","B2","宽阔的；广泛的","He has broad shoulders.","What gives you a broad perspective?"
"broadcast","v.","B2","广播；播放","The game will be broadcast live.","What programs do you like to watch broadcast?"
"buck","n.","B2","美元；雄鹿","The coffee costs five bucks.","How many bucks do you spend daily?"
"budget","n.","B2","预算；预算案","We need to stay within budget.","How do you manage your monthly budget?"
"buyer","n.","B2","买家；采购员","The buyer inspected the house.","What makes a serious buyer?"
"cable","n.","B2","电缆；有线电视","The internet cable is broken.","What devices use cables?"
"can","v.","B2","装罐；能够","This can contains tomatoes.","What foods come in a can?"
"cancer","n.","B2","癌症","Smoking increases cancer risk.","How can we prevent cancer?"
"capability","n.","B2","能力；才能","She has the capability to succeed.","What capability would you like to develop?"
"capable","adj.","B2","有能力的；能干的","He is capable of great things.","What are you most capable of doing?"
"capacity","n.","B2","容量；能力","The stadium has a large capacity.","What is your capacity for learning?"
"capture","v.","B2","捕获；抓住","The photo captures the moment perfectly.","What moments do you like to capture?"
"cast","v.","B2","投出；选演员","They will cast the leading role tomorrow.","What actor would you cast in a movie?"
"cell","n.","B2","细胞；牢房","Plant cells contain chlorophyll.","What do you know about human cells?"
"center","n.","B2","中心；中央","The shopping center is crowded.","What is at the center of your life?"
"chairman","n.","B2","主席；董事长","The chairman called the meeting.","What does a chairman do?"
"championship","n.","B2","锦标赛；冠军","Our team won the championship.","What championship would you like to win?"
"changing","adj.","B2","变化的；改变的","Technology is constantly changing.","What changing trends do you notice?"
"characteristic","n.","B2","特征；特性","Honesty is his best characteristic.","What characteristic defines you?"
"characterize","v.","B2","以...为特征","Violence characterizes this period.","What characterizes a good student?"
"chief","adj.","B2","主要的；首席的","The chief reason for leaving was money.","What is your chief concern?"
"citizen","n.","B2","公民；市民","Every citizen has rights and duties.","What makes a good citizen?"
"civil","adj.","B2","公民的；文明的","They got married in a civil ceremony.","What civil rights are most important?"
"classic","adj.","B2","经典的；传统的","This is a classic example of art.","What classic books have you read?"
"close","adj.","B2","接近的；密切的","We are very close friends.","Who are you close to?"
"closely","adv.","B2","紧密地；仔细地","Please listen closely to the instructions.","What should you watch closely?"
"closer","adj.","B2","更近的；更密切的","Come closer so I can see you.","What brings people closer together?"
"collapse","v.","B2","倒塉；崩倒","The building might collapse.","What can cause something to collapse?"
"collection","n.","B2","收集；收藏品","She has a coin collection.","What would you like to start a collection of?"
"color","n.","B2","颜色；色彩","What color is your favorite?","What color makes you feel happy?"
"combat","n.","B2","战斗；格斗","Soldiers trained for combat.","What problems require combat to solve?"
"comfort","n.","B2","安慰；舒适","The chair provides great comfort.","Where do you find comfort when sad?"
"command","n.","B2","命令；指挥","The general gave a command.","Who has the authority to command others?"
"commander","n.","B2","指挥官；司令官","The commander led the troops.","What qualities make a good commander?"
"commission","n.","B2","委员会；佣金","He earns a 10% commission.","What jobs pay commission?"
"committee","n.","B2","委员会","The committee will decide tomorrow.","What committees exist at your school?"
"commonly","adv.","B2","通常；一般地","This word is commonly used.","What mistakes are commonly made?"
"completion","n.","B2","完成；结束","The project nears completion.","What gives you satisfaction upon completion?"
"complicated","adj.","B2","复杂的；难懂的","The instructions are too complicated.","What makes something complicated?"
"component","n.","B2","组成部分；零件","This component is essential.","What components make up a computer?"
"compose","v.","B2","组成；创作","Mozart composed beautiful music.","What would you like to compose?"
"composition","n.","B2","作品；组成","Students wrote a composition.","What makes a good composition?"
"comprehensive","adj.","B2","全面的；综合的","We need a comprehensive plan.","What requires comprehensive knowledge?"
"concept","n.","B2","概念；观念","The concept is difficult to understand.","What concept took you time to grasp?"
"concern","n.","B2","关心；担心","Safety is our main concern.","What is your biggest concern?"
"concerned","adj.","B2","关心的；担心的","I'm concerned about your health.","What are you most concerned about?"
"concerning","prep.","B2","关于；关于","I have questions concerning the exam.","What news concerning technology interests you?"
"conduct","v.","B2","进行；实施","Scientists conduct experiments.","What research would you like to conduct?"
"Congress","n.","B2","国会；会议","Congress passed the new law.","What does Congress do in government?"
"congressional","adj.","B2","国会的；会议的","The congressional hearing was televised.","What congressional actions affect you?"
"conscious","adj.","B2","意识到的；有意识的","I'm conscious of my mistakes.","What should you be conscious of?"
"consequence","n.","B2","结果；后果","Every action has a consequence.","What consequences do bad decisions have?"
"conservative","adj.","B2","保守的；传统的","He has conservative views.","What makes someone conservative?"
"considerable","adj.","B2","相当大的；显著的","She has considerable talent.","What requires considerable effort?"
"consideration","n.","B2","考虑；体谅","Please give this consideration.","What deserves careful consideration?"
"consist","v.","B2","由...组成","The team consists of five players.","What does a healthy diet consist of?"
"consistent","adj.","B2","一致的；持续的","Be consistent in your efforts.","What should you be consistent about?"
"constant","adj.","B2","持续的；不变的","There's a constant noise outside.","What remains constant in your life?"
"constantly","adv.","B2","不断地；经常地","She's constantly checking her phone.","What do you constantly worry about?"
"constitute","v.","B2","构成；组成","These factors constitute a problem.","What elements constitute success?"
"constitution","n.","B2","宪法；体质","The constitution protects our rights.","What does your country's constitution guarantee?"
"constitutional","adj.","B2","宪法的；立宪的","Freedom of speech is a constitutional right.","What constitutional rights do you value?"
"consume","v.","B2","消费；消耗","Americans consume a lot of energy.","What do you consume too much of?"
"consumer","n.","B2","消费者","Consumer prices are rising.","What do you consider when being a consumer?"
"consumption","n.","B2","消费；消耗","Reduce energy consumption at home.","What consumption should people reduce?"
"contemporary","adj.","B2","当代的；同时代的","He studies contemporary art.","What contemporary issues concern you?"
"contribute","v.","B2","贡献；提供","Everyone should contribute to society.","How do you contribute to your community?"
"contribution","n.","B2","贡献；捐款","His contribution was significant.","What contribution are you most proud of?"
"controversial","adj.","B2","有争议的","The decision was controversial.","What topics are controversial in your country?"
"controversy","n.","B2","争议；争论","The policy caused great controversy.","How do you handle controversy?"
"convention","n.","B2","会议；惯例","The medical convention was informative.","What conventions do professionals attend?"
"conventional","adj.","B2","传统的；常规的","He has conventional ideas about marriage.","What conventional wisdom do you question?"
"cope","v.","B2","应付；处理","How do you cope with stress?","What helps you cope with difficulties?"
"corporate","adj.","B2","公司的；企业的","The corporate culture is competitive.","What corporate policies matter most?"
"corporation","n.","B2","公司；企业","The corporation employs thousands.","What makes a corporation successful?"
"cotton","n.","B2","棉花；棉布","Cotton shirts are comfortable.","What products are made from cotton?"
"council","n.","B2","委员会；理事会","The city council meets monthly.","What does your local council do?"
"counselor","n.","B2","顾问；咨询师","The counselor helps students choose courses.","When might you need a counselor?"
"county","n.","B2","郡；县","Our county has excellent schools.","What services does your county provide?"
"coverage","n.","B2","覆盖；报道","The news coverage was extensive.","What events deserve media coverage?"
"crack","n.","B2","裂缝；裂纹","There's a crack in the wall.","What can cause cracks in buildings?"
"craft","n.","B2","手工艺；技艺","Pottery is a traditional craft.","What craft would you like to learn?"
"creation","n.","B2","创造；作品","The artist's latest creation is beautiful.","What creation are you most proud of?"
"creator","n.","B2","创造者；创作者","The creator of this app became rich.","Who is your favorite creator or artist?"
"criteria","n.","B2","标准；准则","What are the criteria for admission?","What criteria do you use to judge quality?"
"critical","adj.","B2","关键的；批判的","This is a critical moment.","What critical decisions do you face?"
"crop","n.","B2","庄稼；作物","The corn crop was excellent this year.","What crops grow in your region?"
"crucial","adj.","B2","至关重要的","Education is crucial for success.","What is crucial for learning English?"
"cultural","adj.","B2","文化的","There are many cultural differences.","What cultural traditions do you value?"
"currency","n.","B2","货币；流通","The euro is a common currency.","What currency does your country use?"
"damn","adj.","B2","该死的；糟糕的","This damn computer won't work.","When do people use the word 'damn'?"
"database","n.","B2","数据库","The database contains customer information.","What databases do you use regularly?"
"dawn","n.","B2","黎明；开始","We left at dawn.","What happens at dawn?"
"deadly","adj.","B2","致命的；死亡的","The disease can be deadly.","What makes something deadly?"
"deaf","adj.","B2","耳聋的","He has been deaf since birth.","How do deaf people communicate?"
"dealer","n.","B2","经销商；交易商","The car dealer offered a good price.","What do different types of dealers sell?"
"debut","n.","B2","初次登台；首次亮相","The singer made her debut last night.","What was your debut performance like?"
"decline","v.","B2","拒绝；下降","Sales declined this quarter.","What offers would you decline?"
"deeply","adv.","B2","深深地；深刻地","I was deeply moved by the story.","What deeply affects your emotions?"
"defendant","n.","B2","被告","The defendant pleaded not guilty.","What rights does a defendant have?"
"defensive","adj.","B2","防御的；防守的","Don't be so defensive about criticism.","When do people become defensive?"
"deficit","n.","B2","赤字；不足","The government has a budget deficit.","What causes a trade deficit?"
"define","v.","B2","定义；阐释","How do you define success?","What words are difficult to define?"
"democratic","adj.","B2","民主的","We live in a democratic society.","What makes a system democratic?"
"demonstration","n.","B2","演示；示威","The teacher gave a demonstration.","What requires a demonstration to understand?"
"deny","v.","B2","否认；拒绝","He denied the allegations.","What accusations would you deny?"
"dependent","adj.","B2","依赖的；取决于","Children are dependent on their parents.","What are you dependent on?"
"depending","prep.","B2","取决于；根据","The price varies depending on size.","What does your mood depend on?"
"depict","v.","B2","描述；描绘","The painting depicts a rural scene.","How would you depict your hometown?"
"depression","n.","B2","抑郁；萧条","The economic depression lasted years.","What can help people overcome depression?"
"derive","v.","B2","得出；来源于","We derive energy from food.","What do you derive satisfaction from?"
"desire","n.","B2","愿望；欲望","He has a strong desire to succeed.","What is your greatest desire?"
"desperate","adj.","B2","绝望的；拼命的","They made a desperate attempt to escape.","When do people become desperate?"
"despite","prep.","B2","尽管；虽然","Despite the rain, we went out.","What do you do despite difficulties?"
"destruction","n.","B2","破坏；毁灭","The earthquake caused widespread destruction.","What causes environmental destruction?"
"detailed","adj.","B2","详细的；精细的","Please provide a detailed explanation.","What requires detailed attention?"
"detect","v.","B2","发现；检测","The machine can detect metal objects.","What problems are hard to detect?"
"devote","v.","B2","致力于；奉献","She devotes her time to charity.","What do you devote most time to?"
"differ","v.","B2","不同；差异","Opinions differ on this topic.","How do you differ from your siblings?"
"difficulty","n.","B2","困难；难题","We encountered some difficulties.","What difficulty do you face in learning?"
"dimension","n.","B2","维度；尺寸","Consider all dimensions of the problem.","What dimension of life matters most?"
"diplomatic","adj.","B2","外交的；策略的","He gave a diplomatic answer.","When should you be diplomatic?"
"disability","n.","B2","残疾；障碍","The law protects people with disabilities.","How can society help people with disabilities?"
"disabled","adj.","B2","残疾的；有障碍的","The building has disabled access.","What facilities should be disabled-accessible?"
"discourse","n.","B2","话语；论述","Political discourse has become heated.","What kind of discourse do you prefer?"
"discrimination","n.","B2","歧视；区别","Racial discrimination is illegal.","What forms of discrimination still exist?"
"dismiss","v.","B2","解雇；不予考虑","The company dismissed several employees.","When might a teacher dismiss a student?"
"disorder","n.","B2","紊乱；疾病","The crowd was in complete disorder.","What disorder affects many people?"
"dispute","n.","B2","争议；纠纷","There's a dispute over the contract.","How do you resolve a dispute?"
"distant","adj.","B2","遥远的；疏远的","The mountains look distant from here.","What makes someone seem distant?"
"distinct","adj.","B2","不同的；明显的","Each culture has distinct characteristics.","What makes you distinct from others?"
"distinction","n.","B2","区别；荣誉","There's a clear distinction between them.","What distinction have you earned?"
"distinguish","v.","B2","区分；辨别","Can you distinguish between the twins?","How do you distinguish good from bad?"
"distribution","n.","B2","分发；分布","The distribution of wealth is unequal.","What affects income distribution?"
"diverse","adj.","B2","多样的；不同的","The city has a diverse population.","What makes a community diverse?"
"diversity","n.","B2","多样性；差异","Diversity enriches our society.","What kind of diversity do you value?"
"division","n.","B2","分割；部门","The company has several divisions.","What causes division among people?"
"divorce","n.","B2","离婚","Divorce rates have increased.","What are common causes of divorce?"
"domestic","adj.","B2","国内的；家庭的","Domestic flights are cheaper.","What domestic issues concern you?"
"dominant","adj.","B2","占优势的；统治的","English is the dominant language.","What is the dominant culture in your area?"
"dominate","v.","B2","支配；统治","Technology dominates modern life.","What dominates your daily routine?"
"draft","n.","B2","草稿；征兵","This is just the first draft.","How many drafts do you write?"
"dramatically","adv.","B2","戏剧性地；显著地","Prices increased dramatically.","What has changed dramatically in your lifetime?"
"duck","n.","B2","鸭子","Ducks swim in the pond.","Where do you usually see ducks?"
"dynamic","adj.","B2","动态的；有活力的","She has a dynamic personality.","What makes a leader dynamic?"
"eager","adj.","B2","热切的；渴望的","Students are eager to learn.","What are you most eager to do?"
"earnings","n.","B2","收入；工资","His earnings have doubled this year.","How can you increase your earnings?"
"ease","n.","B2","容易；舒适","She solved the problem with ease.","What do you do with ease?"
"economics","n.","B2","经济学","She studies economics at university.","What economics principles affect daily life?"
"economist","n.","B2","经济学家","The economist predicted a recession.","What do economists study?"
"editorial","n.","B2","社论；编辑的","The newspaper's editorial criticized the policy.","What makes a good editorial?"
"educator","n.","B2","教育工作者；教育家","The educator developed new teaching methods.","What qualities make a good educator?"
"effectively","adv.","B2","有效地","The medicine works effectively.","How can you study more effectively?"
"efficiency","n.","B2","效率；效能","We need to improve efficiency.","What improves work efficiency?"
"eighth","num.","B2","第八","This is my eighth attempt.","What is the eighth month of the year?"
"elementary","adj.","B2","初级的；基本的","These are elementary math problems.","What elementary skills are essential?"
"eliminate","v.","B2","消除；淘汰","We must eliminate waste.","What should be eliminated from your life?"
"elite","n.","B2","精英；上层中人士","The university attracts the elite.","What makes someone part of the elite?"
"elsewhere","adv.","B2","在别处；在其他地方","The book is available elsewhere.","Where else would you like to live?"
"emerge","v.","B2","出现；浮现","New technologies emerge constantly.","What problems emerge from social media?"
"emission","n.","B2","排放；发射","Car emissions pollute the air.","How can we reduce carbon emissions?"
"emphasis","n.","B2","强调；重点","The emphasis is on quality.","What should schools put emphasis on?"
"emphasize","v.","B2","强调；着重","Teachers emphasize the importance of reading.","What do you emphasize when teaching?"
"enemy","n.","B2","敌人；仗人","They were once enemies, now friends.","What makes someone an enemy?"
"engage","v.","B2","参与；交战","Students should engage in discussions.","How do you engage with new people?"
"engagement","n.","B2","参与；订婚","Their engagement lasted two years.","What kind of engagement enriches life?"
"enhance","v.","B2","增强；提高","This software will enhance productivity.","What can enhance your learning experience?"
"enterprise","n.","B2","企业；事业","She started her own enterprise.","What makes an enterprise successful?"
"entity","n.","B2","实体；存在","The company is a separate legal entity.","What entity governs your profession?"
"equally","adv.","B2","平等地；同样地","All students should be treated equally.","What should be distributed equally?"
"era","n.","B2","时代；纪元","We live in the digital era.","What era in history interests you most?"
"essentially","adv.","B2","本质上；基本上","The plan is essentially correct.","What is essentially important in life?"
"establishment","n.","B2","建立；机构","The establishment opposes change.","What establishment do you respect?"
"European","adj.","B2","欧洲的","European culture is diverse.","What European countries have you visited?"
"evaluate","v.","B2","评估；评价","Teachers evaluate student performance.","How do you evaluate your own progress?"
"evaluation","n.","B2","评估；评价","The evaluation was positive.","What evaluation methods are most fair?"
"evident","adj.","B2","明显的；明确的","The problem is evident to everyone.","What is evident about climate change?"
"evil","adj.","B2","邪恶的；恶毒的","Evil actions have consequences.","What do you consider truly evil?"
"evolve","v.","B2","进化；发展","Technology continues to evolve.","How do you think education will evolve?"
"exceptional","adj.","B2","异常的；杰出的","She has exceptional talent.","What makes performance exceptional?"
"exhibit","v.","B2","展示；表现","The museum exhibits ancient art.","What behavior do you exhibit under stress?"
"existing","adj.","B2","现存的；现有的","We need to improve existing systems.","What existing problems need solutions?"
"exit","n.","B2","出口；退出","The exit is clearly marked.","When do you need an exit strategy?"
"expansion","n.","B2","扩张；扩展","The company's expansion was successful.","What expansion would benefit society?"
"expected","adj.","B2","预期的；期望的","The expected result was achieved.","What expected changes worry you?"
"expenditure","n.","B2","支出；花费","Government expenditure has increased.","What expenditure do you need to reduce?"
"expense","n.","B2","费用；开支","The repair expense was high.","What expense takes most of your budget?"
"experimental","adj.","B2","实验的；试验性的","This is still experimental technology.","What experimental methods do scientists use?"
"expose","v.","B2","暴露；揭露","The scandal exposed corruption.","What do you prefer not to expose about yourself?"
"exposure","n.","B2","暴露；接触","Prolonged sun exposure is dangerous.","What exposure helped you learn English?"
"extensive","adj.","B2","广泛的；大量的","The damage was extensive.","What requires extensive preparation?"
"external","adj.","B2","外部的；外在的","External factors affected the results.","What external pressures do you face?"
"extraordinary","adj.","B2","非凡的；特别的","She has extraordinary talent.","What extraordinary experience have you had?"
"fabric","n.","B2","织物；结构","Cotton is a comfortable fabric.","What fabric do you prefer for clothing?"
"facilitate","v.","B2","促进；使容易","Technology can facilitate learning.","What can facilitate better communication?"
"faculty","n.","B2","全体教职员；能力","The faculty meeting discussed curriculum.","What faculty member influenced you most?"
"fade","v.","B2","褪色；消失","The colors will fade in sunlight.","What memories never fade?"
"fantasy","n.","B2","幻想；想象","Reading fantasy books is relaxing.","What fantasy would you like to experience?"
"favor","n.","B2","赞成；帮助","Could you do me a favor?","What favor would you ask of a friend?"
"favorite","adj.","B2","最喜爱的","What's your favorite movie?","What makes something your favorite?"
"federal","adj.","B2","联邦的；联邦政府的","Federal laws apply nationwide.","What federal policies affect your life?"
"fence","n.","B2","围栏；栅栏","The fence needs repair.","What purpose does a fence serve?"
"fiber","n.","B2","纤维；光纤","Fruits contain dietary fiber.","What foods are high in fiber?"
"fighting","n.","B2","战斗；打架","The fighting lasted for hours.","What fighting is worth engaging in?"
"financing","n.","B2","融资；财务","The project needs additional financing.","What financing options exist for students?"
"flavor","n.","B2","味道；风味","This ice cream has a unique flavor.","What flavor combinations do you enjoy?"
"flee","v.","B2","逃跑；逃离","People fled from the burning building.","When might someone need to flee?"
"flesh","n.","B2","肉；肉体","The spirit is willing but the flesh is weak.","What does 'flesh and blood' mean?"
"folk","n.","B2","人们；民族","Country folk often know nature well.","What folk traditions does your culture have?"
"formation","n.","B2","形成；编队","Rock formation took millions of years.","What led to the formation of your beliefs?"
"formula","n.","B2","公式；配方","The chemical formula is complex.","What formula do you use for success?"
"forth","adv.","B2","向前；往外","From this day forth, things will change.","What do you go back and forth about?"
"forum","n.","B2","论坛；讨论会","The online forum discusses technology.","What forums do you participate in?"
"found","v.","B2","建立；创立","They founded the company in 1990.","What organization would you like to found?"
"foundation","n.","B2","基础；基金会","Education is the foundation of success.","What foundation supports your goals?"
"founder","n.","B2","创立者；奠基人","The founder of the company retired.","What founder do you admire most?"
"framework","n.","B2","框架；体系","We need a legal framework for this.","What framework guides your decisions?"
"frequently","adv.","B2","频繁地；经常地","She frequently travels for work.","What do you frequently worry about?"
"frustration","n.","B2","挫折；沮丧","Learning difficulties cause frustration.","How do you deal with frustration?"
"fully","adv.","B2","完全地；充分地","I don't fully understand the problem.","What don't you fully comprehend?"
"functional","adj.","B2","功能的；实用的","The design is both beautiful and functional.","What makes something functional?"
"fundamental","adj.","B2","基本的；根本的","Reading is a fundamental skill.","What fundamental rights should everyone have?"
"funding","n.","B2","资金；拨款","The research needs more funding.","What projects deserve public funding?"
"funeral","n.","B2","葬礼","The funeral was attended by many.","What makes a meaningful funeral?"
"furthermore","adv.","B2","此外；而且","The plan is expensive; furthermore, it's risky.","When do you use 'furthermore' in writing?"
"galaxy","n.","B2","银河系；星系","Our galaxy contains billions of stars.","What do you know about our galaxy?"
"gang","n.","B2","帮派；团伙","The gang controlled the neighborhood.","What problems do gangs cause?"
"garlic","n.","B2","大蒜","Garlic adds flavor to cooking.","How do you use garlic in cooking?"
"gasoline","n.","B2","汽油","Gasoline prices have increased.","What affects gasoline prices?"
"gay","adj.","B2","同性恋的；快乐的","Gay marriage is legal here.","What rights should everyone have?"
"gear","n.","B2","齿轮；装备","The car's gear is broken.","What gear do you need for camping?"
"gender","n.","B2","性别","Gender equality is important.","How does gender affect opportunities?"
"gene","n.","B2","基因","Scientists study human genes.","What do genes determine?"
"genetic","adj.","B2","遗传的；基因的","Genetic diseases run in families.","What genetic traits do you have?"
"gently","adv.","B2","轻柔地；温和地","Handle the glass gently.","When should you speak gently?"
"German","adj.","B2","德国的；德语的","German cars are well-made.","What German products do you know?"
"gesture","n.","B2","手势；姿态","She made a welcoming gesture.","What gesture shows respect?"
"given","adj.","B2","给定的；特定的","Given the circumstances, we postponed.","What should you do in a given situation?"
"glove","n.","B2","手套","Wear gloves to protect your hands.","When do you need to wear gloves?"
